title,labels
 Nikki Haley Gets Crucified On Twitter After Bragging About Shameful Act,fake
" WH Staffer Explains Trump’s ‘Calm Before The Storm’ Comment, Proves He Shouldn’t Be POTUS (VIDEO)",fake
 Trump Throws A Hissy Fit At His Golf Course As Criticism Over Puerto Rico Response Grows,fake
Nominee for U.S. EPA chemical safety withdraws: Bloomberg,real
Trump taps Fed centrist Powell to lead U.S. central bank,real
U.S. consumer financial watchdog official defies Trump from within agency,real
House widens ethics probe to include Farenthold campaign work,real
 Donald Trump Sends Out Embarrassing New Year’s Eve Message; This is Disturbing,fake
 GOP Senator Drops BOMBSHELL – House Intel Chair Spread Fake News About Surveillance To Help Trump,fake
 Putin Breaks Up With Trump In HUMILIATING Public Split: He Is ‘Not My Bride’,fake
 WATCH: Fox Anchor Chris Wallace Rips NRA Stooge A New One For Lying About Gun Control,fake
House tax panel chair says expects vote on plan next week,real
Trump open to dropping healthcare provision in Senate tax bill: aide,real
Jane Goodall urges U.S. Senate to halt quest for Arctic refuge oil,real
 Trump Awards Woman The Medal Of Valor Then Kisses Her,fake
"In Thanksgiving message, Trump hails military gains and 'big, beautiful, fat tax cuts'",real
U.S. charges two with bribing African officials for China energy firm,real
 Republicans Want To Tax Democratic States More To Pay For Tax Cuts For The Rich,fake
 Report: Trump Businesses Seeking Dozens Of Special Visas For Foreign Workers,fake
"Special Counsel Mueller has enough evidence to charge Flynn, son: NBC",real
White House wants Republican in Alabama Senate seat for tax bill vote: adviser,real
"Trump on Twitter (Dec 26) - Hillary Clinton, Tax Cut Bill",real
Trump says he is not looking to phase in corporate tax cut,real
" Kellyanne Conway Immediately Regrets Defending Trump, Humiliates Herself On Live Television (VIDEO)",fake
"Kushner, former Trump adviser McFarland spoke with Flynn about Russia contacts: CNN",real
U.S. responds in court fight over illegal Indonesian immigrants,real
Multinationals grapple with Republican excise tax surprise,real
Sessions looking into special counsel for Clinton issues: media reports,real
Manafort tried to pen positive op-ed on Ukraine work: special counsel,real
 BREAKING: Michael Flynn CRACKS – Will Testify To Mueller Against Trump Himself,fake
U.S. business group worries Trump unprepared for commercial talks with China,real
Congress tax negotiators may have final bill before Dec. 22,real
Factbox: Republican senators to watch in tax bill fight,real
U.S. lawyer defending travel ban grilled in court over Trump's tweets,real
U.S. Treasury tax study slammed as 'fake math' by Democrats,real
"Republican tax plan a blow to Democratic states, officials say",real
U.S. judge orders former Trump aides to stay under home arrest,real
Alabama official to certify Senator-elect Jones today despite challenge: CNN,real
 Trump’s Puerto Rico Contract With Two-Man Energy Company Is Corrupt As F*ck,fake
'Open Sesame:' Lobbyists cheer warmer welcome in Trump White House,real
"Factbox: From taxes to budget, U.S. Congress's calendar tightens",real
" The Real, Damning Reason Trump Opened Fire On Blumenthal Via Twitter (DETAILS)",fake
U.S. border officials violated court orders on travel ban: watchdog,real
Attorney General Jeff Sessions to face House judiciary panel November 14,real
 Roy Moore Supporting Republican LOSES It After Being Called An Extremist,fake
Trump says Manafort charges 'years ago'; indictment includes 2017,real
House speaker: May need a temporary bill to fund government past Dec. 8,real
"Paul Manafort, Special Counsel Mueller tussle over Ukrainian op-ed",real
 Mitch McConnell Takes Aim At Trump For Praising Nazis,fake
House panel asks Trump ex-top aide Bannon to testify: Bloomberg,real
Republican tax plan would deal financial hit to U.S. universities,real
 Texas Supreme Court Just Proved They Do Not Support Marriage Equality,fake
"Myanmar operation against Rohingya has 'hallmarks of ethnic cleansing', U.S. Congress members say",real
Senate Republicans have 50 votes to pass tax bill: Cornyn,real
" SLC Cops Murder Crying Suspect, Shoot Him In The Back AND Taser Him Without Even Pursuing",fake
 Wife Of The Japanese PM Epically Trolled Trump At G20,fake
 Trump Told More Than A Thousand Documented Lies In Only Seven Months (DETAILS),fake
 Trumpsters Launch Insane Conspiracy Theory About The Boot On John McCain’s Foot,fake
" While Americans In Puerto Rico Are Dying, Trump Is Golfing And Tweeting",fake
Haley says does not want Secretary of State Tillerson's job,real
" Pastor Decides Straight Couple Can’t Even SUPPORT Marriage Equality, Cancels Their Wedding",fake
U.S. appeals court rejects challenge to Trump voter fraud panel,real
 Trump’s Department Of Justice Just Made A Move That’s Enraging Democrats AND Republicans,fake
Ex-Trump campaign aide Manafort in $11.65 million bail deal: lawyer,real
Congressman Franks says resigning immediately,real
 McCain Just BRUTALLY Called Out Trump For His Hypocritical Support Of Russia,fake
Cuba tells U.S. suspension of visas is hurting families,real
 BREAKING: The First Charges Have Been Filed In Mueller’s Russia Investigation,fake
Senators blast State Department over cuts,real
Factbox - Big-ticket items at center of Congress funding battle,real
"Trump, Obama dominate Twitter year, but chicken nuggets prevail",real
 He Finally Came Out And Said It: Trump Calls Protesters As Bad As Nazis,fake
Trump's call for military buildup hits bump in Congress,real
 Sources Confirm Robert Mueller’s Office Interviewed Jared Kushner Several Weeks Ago,fake
" Republican Senator STUNS In Town Hall, Admits GOP’s ObamaCare Repeal Will Fail (TWEETS)",fake
 Trump Finalizes Betrayal Of LGBT Community With First Speech To Hate Group By A President,fake
 It’s Official: The United States Government Is Censoring Climate Data,fake
 Trump Administration Is Already Talking About Withholding Harvey Aid,fake
 Milo Yiannopoulos Tells Aussies To Vote Against Marriage Equality Weeks After His Own Gay Wedding,fake
Trump judicial nominee withdraws from consideration,real
"As Republican tax vote nears, more senators waver",real
 Senate Democrats Have Been Sneaking Around Behind GOP’s Back To Unravel Trump Administration,fake
U.S. small business lobby throws support behind House Republican tax bill,real
Republicans confident of passing House tax bill: Brady,real
Two children sue over Trump effort to roll back Clean Power Plan,real
Trump angers UK with truculent tweet to May after sharing far-right videos,real
Senators say effort to protect 'Dreamers' making progress,real
 Trump Supporter Laura Ingraham FAILS With Fake Photo Of Trump’s Sh*tty Rally Crowd,fake
 New Hampshire Cops Intent On Protecting Sadistic Racist White Teens Who Tried To Lynch A Biracial Boy,fake
Jurors in U.S. Senator's bribery trial told to keep talking,real
Trump says he would accept 21 percent corporate tax rate,real
 Pro-Trump Group Is Now Using Pictures Of An Obama Rally To Make Trump Look Popular,fake
Trump says to spend extra day in Philippines during Asia trip,real
U.S. hopes to pressure Myanmar to permit Rohingya repatriation,real
 We Can’t Afford To Feed The Poor But We’re Spending $700 Billion Per Year To Kill People,fake
"Contrary to Trump Tweet, Senator Flake still undecided on tax bill",real
Alabama Senate election winner due to be certified in late December,real
Senate Democrats to force vote on FCC net neutrality repeal,real
Tillerson says 'no disagreement' between Trump and Xi on North Korea,real
Tillerson 'offended' by claims of State Department's hollowing out,real
 Homophobic Kansas Lawmaker Gleefully Harasses LGBTQ Students And Boasts About It,fake
" Even As Trump Rips Their Country On Twitter, Mexico Offers Help With Hurricane Harvey",fake
 Obama Just Showed Trump How Real Presidents Treat Their Former Opponents,fake
" Florida GOP Official Tried To Murder A Teen With A Claw Hammer, Refuses To Resign",fake
Franken and Franks resign as misconduct charges batter Congress,real
" Trump’s Biggest KKK Fan Is Back, And He Just LOVED Those Anti-Muslim Tweets This Morning",fake
 Trump Loves To Say The New York Times Is ‘Failing’ – So They Just Effortlessly Embarrassed Him With Simple Numbers,fake
"Flynn says cooperating with Russia probe, in best interest of U.S.",real
Republicans in House seek protection for municipal bonds in tax bill,real
White House chief of staff calls for special counsel to probe Democrats,real
" WATCH: Lindsey Graham Trashes Media For Portraying Trump As ‘Kooky,’ Forgets His Own Words",fake
 Golden State Warriors Coach Just WRECKED Trump After Attack On One Of His Players,fake
 2nd Major Trump Team Shakeup In A Single Day; Trump’s Top Lawyer Resigns,fake
White House denies Trump made slur with 'Pocahontas' remark,real
" Rain, Rain Go Away: Toddler Trump Throws Record-Breaking Tantrum Because He Can’t Golf",fake
" If You’re Looking For Ways To Irritate Trump, Here Are Some Tips (IMAGES)",fake
Trump refers to a 'Pocahontas' in Congress at meeting with veterans,real
 Eric Trump Gives DUMBEST Defense For His Brother’s Russia Scandal,fake
Trump panel urges more treatment options to fight opioid crisis,real
" She Might Be The Last Decent Republican In America, And This Audio From A Hot Mic Proves It",fake
 New Mexico Is Erasing Actual Science From Their Science Standards,fake
" Trump Abuses Power, Punishes Qatar For Refusing To Give $500 Million Loan To Son-In-Law Kushner",fake
U.S. lawmakers seek more information from Trump son-in-law Kushner in Russia probe,real
" Roy Moore Wants To Be Alabama’s Senator, But He Can’t Stop Being A Giant Racist",fake
Goldman's Blankfein is only major financial firm CEO to join Trump on China trip,real
Pence voices U.S. concern to Turkish prime minister about arrests,real
 REPORT: Team Trump Ordered Border Patrol To Defy Members Of Congress In Original Muslim Ban,fake
 Richard Spencer’s Fascist Goon Squad Couldn’t Keep Florida From Laughing His Nazi Ass Off The Stage,fake
Trump forces high-wire act for Republican in Virginia governor's race,real
 KKK Leader Threatens To ‘Burn’ A ‘N****r’ Journalist During Off-The-Rails Interview,fake
 Geraldo Rivera To San Juan Mayor Carmen Yulín Cruz: ‘I Don’t See People Dying’ (VIDEO),fake
" Al Gore Tells Bill Maher: Get Rid Of Electoral College, ‘Time For A Popular Vote’",fake
President Trump leaning toward Powell as next Fed chair: sources,real
" Bannon Allies: Breitbart Return Imminent, Gear Up For War On Trump’s ‘Democrat White House’",fake
" Chamber Of Commerce Exec Makes Trump Pay For Charlottesville, Urges Charities To Boycott Mar-a-Lago",fake
Senior Republican proposes more oversight of foreign lobbying,real
Russian envoy to U.S. to inspect San Francisco consulate: RIA,real
" Key Trump Supporter And Major Donor: Trump Is ‘Incompetent,’ ‘Disaster’",fake
"At long last, ground broken for Eisenhower memorial in Washington",real
" Trump Campaign Manager Was In Debt To Shady Russian Interests, Obviously Compromised",fake
 Trump Judicial Nominee: Transgender Children Are Part Of ‘Satan’s Plan’ Of ‘Destruction’,fake
"John Anderson, liberal Republican who challenged Reagan, dies at 95",real
"In slap at Romney, Trump says he wants Hatch to run for re-election",real
U.S. taxpayers rush to claim deductions under threat from tax bill,real
Senator Collins says undecided on final tax bill vote,real
 You Won’t Believe Who The White House Wants To Replace Scaramucci With,fake
 ‘DO SOMETHING!’: Trump Panics As Mueller’s Investigation Closes In On Him,fake
" Trump Junior TOTALLY Staged This Awkward Photo For The NYT, And Twitter Loves It",fake
 WATCH: Trump Really Does Think He’s On A West Wing Edition Of ‘The Apprentice’,fake
White House does not expect U.S. government shutdown,real
 Donald Trump Just Announced Another Position For Ivanka And Americans Are Outraged,fake
"House backs $700 billion defense policy bill, funding uncertain",real
U.S. lobbying trade group urges Congress to revamp disclosure laws,real
"Trump wants $4 billion more for missile defense, citing North Korea",real
 The ‘Fake Melania Trump’ Conspiracy Theory Is Taking The Internet By Storm And It’s Everything,fake
 MSNBC Producer Reminds Idiot Trump That ‘Morning Joe’s’ Ratings Are Setting Record Highs (TWEET),fake
" In The Wake Of Las Vegas, The GOP Are Finally Beginning To Support Gun Control",fake
Republicans press U.S.-Russia uranium deal probe despite no wrongdoing findings,real
Top Democrat says Trump firing of Mueller could provoke 'constitutional crisis',real
" Jeff Sessions: Oh, You Mean THAT Russian Contact. I Remember Now!",fake
Senator McCain treated for side effects of cancer therapy,real
"CBO estimates ending Obamacare mandate would increase uninsured, premiums",real
U.S. embassy to Russia to resume some visa services after diplomatic row,real
Trump arrives in Philippines for Asian leaders' summit,real
" People Upset By NFL Players ‘Disrespecting’ The Flag Do It CONSTANTLY, According To The Flag Code",fake
" Republican Senator Chokes, Mocks Trump In Brutal Response To Health Care Failure (DETAILS)",fake
Factbox: Five facts about ex-Trump security aide Michael Flynn,real
U.S. House committee wants documents from former Trump aide Page,real
Trump on Twitter (Dec 28) - Global Warming,real
U.S. tax revamp still incomplete as Republicans eye social program cuts,real
" Trump Wets His Pants Over Bob Corker Again, Corker Alerts The White House Daycare Staff",fake
"Factbox: Who are Britain First, whose leader's posts Trump re-tweeted?",real
 Hillary Puts Trump To Shame With Powerful Response To White Supremacist Riots (TWEETS),fake
NFL opposes U.S. Republican tax plan on stadium funding,real
Senator Paul suffers five broken ribs after assault: reports,real
Senator Grassley expresses reservations on two Trump judge nominees,real
Charges dropped against woman who laughed at Trump nominee Sessions,real
 Trump Spent The Night Retweeting A White Supremacist Convicted Criminal,fake
 California Assembly Passes MAJOR Legislation To Keep Trump Off The Ballot In 2020,fake
Republican tax bill retains U.S. electric vehicle tax credit,real
 American Psychoanalytic Association Gives Members Permission To Diagnose Trump’s Mental Health,fake
"Two ex-Trump aides charged in Russia probe, third pleads guilty",real
Bipartisan bills expected to toughen U.S. foreign investment rules,real
Roy Moore campaign casts Alabama race as referendum on Trump,real
Exclusive: U.S. memo weakens guidelines for protecting immigrant children in court,real
Republican Senator Collins to vote for Senate tax bill: statement,real
 Donald Trump Tweets He Is Ready To Hand Putin The Keys To Our Electoral System,fake
Trump taps ex-pharma executive Azar as U.S. health secretary,real
Top U.S. Senate Democrat hopeful Congress will help 'Dreamers' by year end,real
 Sean Hannity Just Said Child Molestation Is OK If It’s ‘Consensual’ (VIDEO),fake
 Anti-Gay GOP Rep Gets BUSTED For Having Inappropriate Relations With A Man In His State Office,fake
Mueller's Russia probe cost his office $3.2 million in first four months,real
 Trump Throws Colossal Tantrum After America Finds Out About Secret Meeting With Putin (TWEETS),fake
 An Open Letter To Decent Republicans: It’s Time To Leave Donald Trump’s GOP (VIDEOS),fake
Republican senator: Tax plan needs more relief for pass-through businesses,real
Mattis visits Seoul for defense talks as tensions climb,real
"White House, Congress prepare for talks on spending, immigration",real
House panel drops effort to force testimony on Trump 'dossier',real
 Former Director Of National Intelligence Says Russia Interference Casts Doubt On Trump’s Win,fake
McCain warns Trump over staffing Pentagon with industry insiders,real
 Yet Another Asshole Just Rammed A Bunch Of Protesters With His Car (VIDEO),fake
Trump: U.S. has 'no choice' but to deal with North Korea arms challenge,real
"Factbox: From taxes to budget, what's on U.S. Congress to-do list",real
" Witness Debunks Trump’s Comey Crime Allegation, Sets Trump Up For Another Potential Libel Lawsuit",fake
" Don Jr. Tries To Mock Al Franken’s Resignation, Backfires Immediately",fake
 Mother Of DACA Recipient Who Died Rescuing Flood Victims Refused Entry Into U.S. To Bury Her Son,fake
First lady Melania plays tourist as Trump departs Beijing,real
U.S. bill to allow property and income or sales tax deductions: key lawmaker,real
Trump to say in security speech that China is competitor: officials,real
Senior justice official dismisses Republican charges of bias in Trump probe,real
 Democrat Takes Trump To The Woodshed In Fiery Speech Defending NFL (VIDEO),fake
 Republicans Are Lashing Out At Trump Over His Disgusting Press Conference: ‘Apologize’,fake
 Now Trump Wants to ‘Drain The Sewer’ So The Internet Let Him Know He’s A Piece Of Sh*t (TWEETS),fake
U.S. small business community pushes Congress on bank lending relief: letter,real
" While Honoring Native American Code Talkers, Trump Called Elizabeth Warren ‘Pocahontas’ (VIDEO)",fake
"Senate plan delays corporate tax cut, won't repeal Obamacare mandate: senator",real
"Vocal, powerful critic of Wall Street rules leaving Congress",real
 White House In Chaos As Trump Fires Scaramucci After Only 10 Days On The Job,fake
White House aide sees temporary funding fix for children's health program,real
" Fox News Just Shared A Poll That Trump Is Going To HATE, Meltdown Inevitable (TWEET)",fake
 Lindsey Graham Is Getting All War Tingly Again After Talking To Donald Trump,fake
"Trump releases some JFK files, blocks others under pressure",real
"Trump: Healthcare, infrastructure, welfare reforms up next after taxes",real
Factbox: Women who have accused Trump of inappropriate conduct,real
 Trump-Touted Wisconsin Deal Forces Taxpayers To Shell Out $3 Billion,fake
Trump to give State of the Union address on Jan. 30: White House,real
Sessions: 'no reason to doubt' Roy Moore's accusers,real
Senate Intelligence chairman: Indictments do not change panel's investigation,real
Out for votes: Battle over rights inspires more U.S. transgender candidates,real
Investigators probe Trump knowledge of campaign's Russia dealings: sources,real
Gulf carriers may be in focus under foreign airline U.S. tax exemption cut,real
U.S. lawmakers reach agreement on new North Korea sanctions,real
 GOP Explodes As Mitch McConnell Directly Blames Trump For Republican Failures (DETAILS),fake
"Factbox: Trump on Twitter (Nov. 28) - NFL, First Lady",real
 WH Starts Condensing Intel Briefings Into Tweet Form In Desperate Move To Get Trump To Read Them,fake
Judge presiding over Michael Flynn criminal case is recused: court,real
"Trump's push to cut federal jobs has modest impact, mostly in defense",real
Trump pardons turkey in annual Thanksgiving tradition,real
 BREAKING: Trump Kicks Reince Priebus Out Of White House (TWEET),fake
 Russian Lawyer At Trump Jr.’s Meeting Has Worked For Russian Spy Agency,fake
U.S. belatedly begins to comply with Russia sanctions law,real
Embattled Alabama Republican Senate candidate ahead in CBS poll,real
 Joe Scarborough: It’s Not Our Imagination – Trump Really Is Losing His Mind (VIDEO),fake
 Conservative Dream Come True: Judge Grants Rapist Joint Custody Of Victim’s Child,fake
" ‘Racist, Fascist, White Supremacist’: Former NFL Star Chris Kluwe Scorches Trump Over His Attacks On Atheletes",fake
Second court rejects Trump bid to stop transgender military recruits,real
 Four Star General Blisters Trump Over NFL Anthem-Tantrums: ‘Put Me Down With Kaepernick’,fake
Factbox: Key Republicans in U.S. Senate tax bill fight,real
 Trump Tells DACA Recipients Not To Worry And Gets Thrashed By The Internet,fake
" As ‘Me Too’ Posts Flood Social Media, Video Surfaces Of Trump Bragging About Hiring A ‘HOT’ Teenager",fake
 GOP Rep. Wants A $30k A Year Housing Allowance; Twitter RIPS Him A New One,fake
 The One Major Reason Trump Won’t Give Up On His Support For White Supremacists,fake
U.S. House ethics panel investigating allegations against Rep. Conyers,real
Prosecutors: Manafort needs to detail finances further in bail talks,real
"White House: Trump spoke to Moore, endorsed his Senate campaign",real
House panel to finish work on tax legislation Thursday: chairman,real
U.S. budget chief Mulvaney says CFPB staff should 'disregard' deputy director: memo,real
 BREAKING: Under Trump’s Leadership FEMA Could Run Out Of Money By Tomorrow,fake
 Trump Jr. Goes Full Dumba** On Twitter By Promoting Wrong Day Of Virginia Election,fake
 Hardcore Conservative Republican Senator BLASTS Trump’s Decision To Kill DACA,fake
Trump ally Bannon campaigns for Moore in Alabama,real
Trump says U.S. Secretary of State Tillerson not leaving post,real
Top two Republicans in Congress challenge Democrats to attend Trump meeting,real
 Russians Fooled Dumbass Conservatives With Meme Of Hillary Fistfighting Jesus,fake
Flynn lawyer denies reports of quid pro quo plan to deliver cleric to Turkey,real
"U.S. tax bill to preserve key renewable energy credits, sources say",real
Justice Department reviewing options after ruling on transgender recruits: White House,real
 Trump Gets Trashed For Justifying Don Jr’s Collusion With Russia: ‘That’s Politics!’,fake
"Trump signs tax, government spending bills into law",real
 Chainsaw MASS-acre: This Nun Is Doing More For Irma Victims Than Leather-Face Trump,fake
" OOPS: Hypocrite Trump Accuses Amazon Of Not Paying Taxes, Except They Do",fake
 Trump Throws Twitter Tantrum Bashing Republicans For Not Taking Healthcare Away From People Fast Enough,fake
" Airlines Immune From Price Gouging Laws In Florida, Royally Screwing Evacuees",fake
"Factbox: Trump on Twitter (November 29) - Matt Lauer, North Korea, Tax Cuts",real
Nearly half of Americans still oppose Republican tax bill: Reuters/Ipsos poll,real
House could pass tax reform if Senate adds health mandate repeal: Ryan,real
White House condemns missile attacks on Saudi by Yemen's Houthis,real
 Report: Corrupt Wall Streeters Are Three Times More Likely To Go Unpunished Under Trump,fake
House narrowly passes measure paving way for Trump tax cuts,real
" BREAKING: Sessions Lied, Discussed Trump Campaign With Russian Government",fake
"Factbox: Trump tax plan stumbles on local tax deduction, 401(k)",real
" Here’s How Much Trump Is Paying Omarosa, Kellyanne Conway, And Sean Spicer To Lie For Him Each Day",fake
Judge proposes May 7 trial date for former Trump aide Manafort,real
Exclusive: U.S. regulators offer Congress olive branch on loans,real
Republicans have finalized compromise U.S. tax bill -chief House tax writer,real
Mattis on Tillerson departure: 'There's nothing to it',real
U.S. court rejects Trump bid to stop transgender military recruits on Jan. 1,real
U.S. attorney general says tech companies should help access encrypted evidence,real
 White House: It Wasn’t Sexist For Trump To Slut-Shame Sen. Kirsten Gillibrand (VIDEO),fake
 Conservative ‘Christian’ Leader Defends Pedophile GOP Candidate Roy Moore,fake
"Trump's first year in office marked by controversy, protests",real
Manafort attorney: No evidence client colluded with Russia,real
 Trump Posts Disgusting Video Of Himself Viciously Assaulting Hillary Clinton,fake
U.S. House Democrats join growing congressional concern about State Dept,real
 Secret Memo Shows That Every Single Congressman Could Be Hit In Russian Investigation,fake
Analyst View: Democrat Jones wins Alabama U.S. Senate seat in blow to Trump,real
" Trump’s Brilliant Solution To Opioid Crisis: Just Tell Youth ‘No Good, Really Bad For You’ (VIDEO)",fake
 Preet Bharara Hilariously Trolls Donald Trump Jr. For Failing At Grade School Level Spelling (TWEETS),fake
" Florida Sheriff Exploits Desperate Hurricane Victims, Will Arrest Anyone With A Warrant Seeking Shelter",fake
 Trump’s ICE Thugs Stop Ambulance Taking 10-Year-Old Girl With Cerebral Palsy To Surgery,fake
 Trump Suspects Bannon Is The White House Leaker. But Who Leaked THAT?,fake
" Trump Just Made A Major Threat To The Press, Jake Tapper’s Response Is Perfect (VIDEO)",fake
 GOP Implodes As Trump Launches Nasty Public Fight Against Top Republican (TWEETS),fake
 Co-Chair Of Trump’s Voter Fraud Commission Says Trump May Not Have Been Legitimately Elected (VIDEO),fake
 Trump Jr. Also Met With Ex-Soviet Intelligence Officer To Get Dirt On Hillary Clinton,fake
 Neo-Nazi Website Loses Its Domain AGAIN And Its Nazi Owner Is Losing His Damn Mind,fake
"Exclusive: White House doesn't foresee shutdown, Trump wants 20 percent corporate tax",real
" Donald Trump Just Tweeted His Most INSANE, Convoluted Rant Ever (TWEETS)",fake
 GOP Lawmaker: Republicans Are Freaking Out About The ‘Dysfunction’ In The White House (VIDEO),fake
U.S. Senate Republican tax proposal diverges from House bill on cuts,real
" Breaking: MAJOR Action Taking Place At Trump Tower As Activists Project Messages, Demonstrate (IMAGES)",fake
 This Congressman Just Took A Stand Against Trump’s Corruption And Trump Will HATE It,fake
U.S. prepares to open doors on billion-dollar London embassy,real
 New Report Says Trump Destroyed Scaramucci’s Marriage,fake
Democratic lawmakers question Kushner on New York property: letter,real
 Official GOP Twitter Account Went Fully Delusional And Americans Are NOT Letting Them Live It Down (TWEETS),fake
 Trump Admin. Tosses Out Another Obama Rule – His Sons Can Be Even Worse Douchebags Now,fake
 Mueller Spokesman Just F-cked Up Donald Trump’s Christmas,fake
"Manafort not a flight risk, lawyers say in court filing",real
 Trump Kicks Off Hispanic Heritage Month By Saying ‘Puerto Rico’ In Fake Accent (VIDEO),fake
U.S. Representative Levin says he will not run for reelection,real
 Public Schools In Kentucky Can Now “Teach” The Bible,fake
 Trump Brags About Hurricane Size As Florida Braces For Disaster,fake
 GOP Billionaire Issues HARSH Message To Congress: Impeach Or I’m Done,fake
 Trump Considering Firing Sessions And Replacing Him With Corrupt Trump Crony,fake
 OOPS: Trump Agrees That People Like Him Should Be Treated ‘Harshly’ For Milking Their Country,fake
"Senate panel snubs Trump's pick to run EXIM, OKs other nominees",real
Senate approves Trump Transportation Department nominee,real
 Trump Is Throwing Jared Kushner Under The Bus Over Mueller Indictments,fake
 The UNBELIEVABLE Reason Trump Pardoned Arpaio As Hurricane Harvey Was Bearing Down,fake
 Trump’s IRS Just Decided They’re Going To Give All Your Info To Equifax After They Got Hacked,fake
Truck attack suspect's New Jersey city a haven for Muslim immigrants,real
Utah Republicans defend Romney after Bannon's 'Mormon' jab,real
 New Poll: WAY More Americans Want Trump Impeached Than Approve Of The Job He Is Doing,fake
 Trump Has Total UNHINGED Scatter-Brained Mental Meltdown For The Entire World To See,fake
"Final Republican tax bill slashes U.S. corporate rate, voting next week",real
Cuban businesswomen seek Rubio meeting as U.S. policy bites,real
Trump's tax cut won't be the biggest in U.S. history,real
" Ivanka Defends Malia Obama From Attacks, Her Dad’s Fans Won’t Stop: ‘She Looks Like A Baboon’",fake
 Trump Whines Pathetically On Twitter Because His Crazy ‘Healthcare’ Bill Is Dead In The Water,fake
" Enough About Texas, Let’s Talk Taxes: Trump’s Priorities Shift To Breaks For The Rich",fake
" Trump Walks Into Church In Puerto Rico, Starts Throwing Paper Towels At The Crowd (VIDEO)",fake
" Texas Republican Rejects Canadian Offer Of Real Help For Hurricane Victims, Asks For Prayers Instead",fake
 The Justice Department Just Said It’s Legal To Discriminate Against Transgender People,fake
Former Trump campaign adviser denies encouraging aide on Russia dealings,real
 Former Obama Photographer Takes Trolling Trump To A Whole New Level (TWEETS),fake
"Trump on Twitter (Dec 18) - Congressional Races, train accident, tax cuts",real
" Trump Said Some INSANELY Racist Stuff Inside The Oval Office, And Witnesses Back It Up",fake
 Over 500 NFL Players Plan To Tell Trump To F*** Off Today In The Best Way Possible,fake
 Trump Administration Gets Ready To Come After Cannabis (DETAILS),fake
 Trump Goes On Insane Rant About Female News Anchor Bleeding; Here’s Her Response (TWEETS),fake
" Robert De Niro Attends Charity Event, Tears Into That ‘Motherf***er’ Donald Trump",fake
Senator-elect Jones not joining calls for Trump resignation,real
 Trump Just Bragged About The Size Of His Hands At Hurricane Irma Relief Event (VIDEO),fake
 Sean Hannity Gets Wrecked For Yelling At Time Magazine For Calling Out Trump’s Lie,fake
Factbox: Republican U.S. senators to watch in the debate on the tax bill,real
'Ashamed' Franken says he won't quit Senate over groping accusations,real
 Trump Has Complete Meltdown And Attacks Chelsea Clinton In Defense Of His Nepotism At G-20,fake
"Republican Senator Lee undecided on tax bill, seeks child credit changes: aide",real
Senate confirms Trump's pick for Homeland Security secretary,real
Supreme Court to hear Minnesota voter apparel law challenge,real
Trump defends tax plan as 'great Christmas gifts' to middle class,real
Democrat Phil Murphy wins New Jersey governor's election: media,real
U.S. Senate panel targets Chinese banks with North Korea sanctions,real
Factbox: What is in the U.S. Republicans' final tax bill,real
" BREAKING: Republican Senate Hopeful Speaks His Mind, Says Putin Is Right, America Is Evil",fake
Republican National Committee cuts ties with Moore: Politico,real
 Racist Alabama Cops Brutalize Black Boy While He Is In Handcuffs (GRAPHIC IMAGES),fake
 Trump Confidante Confirms: The Donald Doesn’t Want To Be President Anymore,fake
 Internet Collectively Cringes After Photographer Snaps Pic Of Trump’s Nutsack,fake
U.S. tax plan roils popular bet in bond market,real
Republican Senator John McCain leaves Washington before expected tax vote,real
 Trump Gets HUMILIATED After Whining About States Refusing To Give Voter Info To His ‘Voter Fraud’ Panel,fake
" One More Nazi Resigned From Trump’s White, House; Will Newly Pardoned Arpaio Replace Him?",fake
 Sean Hannity Tries To Bash CNN Reporter But It Immediately Backfires,fake
" Trump Is Raising Your Healthcare Premiums, And That’s A Fact",fake
 Cowardly ESPN Won’t Stand Up For Black Reporter Who Spoke The Truth About Trump (TWEETS),fake
 WATCH: Christian Right Founder Condemns Them For Supporting Nazis And Sexual Misconduct,fake
 Trump Got Another Totally Real Letter From A Not Fake Kid Who Loves Him And No One’s Buying It,fake
 Corruption: Here’s How Donald Trump Is Breaking The Law And Profiting From The Presidency,fake
Judge denies request to return to U.S. by Russian lawyer who met Trump Jr.,real
 The Trump Administration Is Helping Scam Universities Steal Money From Their Students,fake
U.S. House will reject total elimination of state and local tax deductions: Brady,real
Ex-U.S. NSA employee pleads guilty to taking classified documents,real
House committee passes sweeping tax bill,real
 God Bless Whoever Is Photoshopping These Hilariously Long Ties Onto Donald Trump,fake
 Five ‘All American’ Football Players Booted From Team With Black QB After KKK Display,fake
China says will investigate if U.N. resolutions on North Korea contravened,real
 Trump’s Energy Secretary Has An Idea For Stopping Sexual Assault – This Is INSANE,fake
" Did Ron Paul Just Confuse Al-Qaeda With ISIS, Or Does He Simply Not Know The Difference? (TWEETS)",fake
 WATCH: Anderson Cooper Throws MAJOR Shade At White House Aide Over ‘Fake News’,fake
 Obama Pens STUNNING Response To Trump’s Cold-Blooded Move On DACA – Trump Fans Should Be Ashamed,fake
 This Fantastic Obama Speech Shows Us How A REAL President Would Be Acting Right Now (VIDEO),fake
 All Of Roy Moore’s Former Colleagues Knew He Liked ‘Dating’ Teenage Girls,fake
Spy chiefs pressure Congress to renew expiring surveillance law,real
