title,labels
" Trump Calls Out Anti-Fascists By Name, But FBI And DHS Say The Alt-Right Acts Like ISIS — And Goes Unmentioned",fake
 Disgusting Trump Is Using Hurricane As An Opportunity To Deport People,fake
" One More Nazi Resigned From Trump’s White, House; Will Newly Pardoned Arpaio Replace Him?",fake
" BREAKING: Trump Goes Full Racist AGAIN, Pardons Sheriff Joe Arpaio",fake
" On The Day A Hurricane Is About To Hit Land, Trump Signs Order Making Floods Worse",fake
 RNC Staffer Assigned To Finding Positive Stories About Trump Says Take This Job And Shove It,fake
" Trump Wants It Both Ways, But You Can’t Pass The Most Bills If ‘They’ Won’t Let You Pass Bills",fake
" REPORT: Mueller Hot On Trump’s Trail, Has Built His Own ‘Miniature Justice Department’",fake
 House Dem Wants GOP On Record: Stop Gov’t Spending At Trump Properties,fake
 Trump Supporter Laura Ingraham FAILS With Fake Photo Of Trump’s Sh*tty Rally Crowd,fake
 Trump’s Latest Retweet Is Actually The Best Possible Metaphor For His Presidency (IMAGE),fake
 WATCH: Kellyanne Conway Very Upset Hillary Clinton Is Not Doing Trump’s Job,fake
 Fox And Friends Completely Panics And Cuts Segment Short Because A Democrat Showed Up (VIDEO),fake
" Paul Ryan Sharpens His Backstabbing Knife, Prepares War With White House (VIDEO)",fake
 Rabbis Cancel Annual Call With President Over Trump’s Open Support Of White Supremacists,fake
 We May Soon Know The Sources Of Christopher Steele’s Trump ‘Dossier’,fake
" In The War Against ISIS, Trump Is Already Responsible For More Civilian Deaths Than Obama",fake
 Want To Ride On Air Force One As A Senator? Then Be Prepared To Vote For Trump’s Health Care Bill,fake
 All Hell Breaks Loose At First Charlottesville City Council Meeting Since Nazi Rally,fake
 Trump Supporter In Phoenix Just Threatened John McCain’s Life,fake
 NYT Bombshell: Trump And McConnell Not Speaking; McConnell Questioning Trump’s GOP Future,fake
 WATCH: Tucker Carlson Just Heaped Praise On Trump For Looking Directly At The Eclipse,fake
 Trump Told More Than A Thousand Documented Lies In Only Seven Months (DETAILS),fake
 WATCH: Catholic Nun Gives Paul Ryan A Biblical Beatdown,fake
 Stormfront Founder’s Son Sounds Alarm About Trump And Nazis: ‘He Salvaged Their Message’,fake
 Steve Mnuchin’s Spoiled Wife Just Went Apesh**t Over Criticism From A Random Instagram User (IMAGE),fake
" Did Ron Paul Just Confuse Al-Qaeda With ISIS, Or Does He Simply Not Know The Difference? (TWEETS)",fake
 Congressional Black Caucus Signals That They Absolutely Intend To Impeach Trump,fake
" Body-Slamming Republican Thought He Was Too Important To Be Booked, Printed, Judge Says No Way",fake
 Ron Paul Blames Obama For A Stock Market Crash That Hasn’t Happened Yet,fake
 GOP Lawmaker Blames Obama For Staging Racist Mayhem In Charlottesville,fake
 Twitter Has Absolute Field Day Laughing At Trump For Blinding Himself During Eclipse,fake
 Donald Trump Never Met A Disaster He Couldn’t Make Much Worse,fake
 Thousands Of Advertisers Are Fleeing From Fake News Site Breitbart,fake
 Trump’s Response To USS John S. McCain Collision Was Just Heartless,fake
 Secret Service Officially Can’t Afford To Pay Agents Thanks To Trump’s Constant Golf Trips,fake
 Bannon Takes His ‘Weapons’ At Breitbart; Smears ‘Quran Kissing’ McMaster In Scathing Hit Piece,fake
 The One Major Reason Trump Won’t Give Up On His Support For White Supremacists,fake
" After Charlottesville GOP Asks Supporters How Trump Is Doing: Great, Good, Or Just Okay?",fake
 Twitter BURNS Trump For Thanking White Supremacist Steve Bannon In Post Attacking Hillary Clinton,fake
 KKK Leader Threatens To ‘Burn’ A ‘N****r’ Journalist During Off-The-Rails Interview,fake
 NAACP: Bannon May Be Gone But Trump Is Still A Raging Bigot,fake
 Resignation Letter To Donald Trump Has Secret Message To Resistance,fake
" Even After Charlottesville, If You Hit Protesters With A Car, Republicans Want To Protect You",fake
" Bannon Allies: Breitbart Return Imminent, Gear Up For War On Trump’s ‘Democrat White House’",fake
 Watch Arnold Schwarzenegger Take On Nazis And White Supremacists In Scathing New Video,fake
 Even Robert E. Lee Didn’t Want Confederate Monuments To ‘Keep Open The Sores Of War’,fake
 REPORTS: Charlottesville Fallout Was The Final Nail In Bannon’s Coffin,fake
 OkCupid Wins The Internet With PERFECT Response To The Charlottesville Neo-Nazi On Their Site (TWEETS),fake
" Chamber Of Commerce Exec Makes Trump Pay For Charlottesville, Urges Charities To Boycott Mar-a-Lago",fake
 Al Gore Has The PERFECT Piece Of Advice For Donald Trump,fake
 Former Business Partner Predicts Prison For Trump Once He Tells Authorities What He Knows,fake
 GOP Implodes As Trump Launches Nasty Public Fight Against Top Republican (TWEETS),fake
 Republicans Not Willing To Defend Trump On-Air According To Fox’s Shep Smith,fake
" Ivanka’s Rabbi Breaks Ranks, Roundly Condemns Trump On Charlottesville",fake
 Watch This Nazi Cry Like A Little B*tch After Realizing He Might Be Arrested (VIDEO),fake
 The Republican Jewish Coalition Loves Trump So Much They FINALLY Condemned Nazis,fake
" Trump Doubles Down Via The Law, Moves To Protect White Supremacists From Law Enforcement",fake
 Donald Trump Tried To Manipulate Stock Market Against One American Company; It Worked For A Few Hours,fake
" Top Republican Grows A Backbone After Charlottesville, Blames Trump For Dividing America (IMAGE)",fake
 Clay Aiken Says He Was A ‘F*****g Dumbass’ For Thinking Trump Wasn’t Racist,fake
 Former US Labor Secretary Has Dire Warning: Trump Is Trying To Start A Civil War,fake
 Even Robert E. Lee’s Great-Great Grandson Wants Statues Torn Down,fake
 Mitch McConnell Takes Aim At Trump For Praising Nazis,fake
" Obama Tweet Makes History, And Trump Will HATE The Reason Why",fake
 Republicans Are Lashing Out At Trump Over His Disgusting Press Conference: ‘Apologize’,fake
 Trump Justice Department Is Going After Anyone Who Even THOUGHT Of Protesting Trump,fake
" Trump Is FUMING Over Bad Charlottesville Press, Becomes A Terror In The White House (TWEET)",fake
 KKK Grand Wizard David Duke THANKS Trump For Championing White Supremacy At Unhinged Presser,fake
 He Finally Came Out And Said It: Trump Calls Protesters As Bad As Nazis,fake
" Trump Lashes Out At CEOs, Suggests He’ll Replace Them With Ones Who Support His Racism",fake
" Trump Goes ‘Home’ To Trump Tower After Racism Condemnation, IMMEDIATELY Retweets Alt-Right Leader",fake
 Protesters Welcome Trump Home To His Golden Tower With The Best #RESISTANCE Display Yet (IMAGE),fake
" Fox Host Goes Rogue, Shreds Trump’s ‘Cowardly And Dangerous’ Charlottesville Remarks (VIDEO)",fake
 Trump Crushed As Ex-KKK Leader Bashes Him For Finally Calling Out White Supremacy In Charlottesville (VIDEO),fake
 CNN Reporter Just Asked Trump The One Question We’ve All Wanted To Hear (VIDEO),fake
 Right-Wing Extremist Tries To Repeat Oklahoma City Bombing As Nazis Terrorize Charlottesville,fake
 Republicans Actually Think White People Face More Oppression – Seriously (DETAILS),fake
 Even Foreign Leaders Are Responding To Charlottesville Better Than Trump Did,fake
 Trump Lashes Out At Black CEO For Resigning From Manufacturing Council After Charlottesville Murder,fake
 Fox News Asks This Man For Pictures Of New York Solidarity March – His Response Is PRICELESS,fake
 Obama Just Made A Surprise Appearance At A Rap Show And Twitter Can’t Handle It,fake
" Charlottesville Vice-Mayor Responds To Trump’s Silence On White Supremacy, This Is BRUTAL (VIDEO)",fake
 Tortured Snowflake Ivanka Trump Just Blocked A CONGRESSMAN On Twitter,fake
" Trudeau Does What Trump Can’t, Calls Out White Supremacy In America (TWEET)",fake
 Nazi Website Praises Trump’s Pathetic Response To Charlottesville Violence,fake
 Hillary Puts Trump To Shame With Powerful Response To White Supremacist Riots (TWEETS),fake
" Ivanka Finally Breaks With Daddy, Strongly Denounces White Supremacists (TWEETS)",fake
 Trump Suspects Bannon Is The White House Leaker. But Who Leaked THAT?,fake
 President Obama Says What Trump Cannot Say Following Murder In Charlottesville,fake
 Marco Rubio Calls Out Trump For His Refusal To Acknowledge The Heinous White Supremacist Violence,fake
 Just In: One Dead After Trump-Loving Nazi Uses Car To Mow Down Dozens Of People,fake
 Trump Is Now Talking About Going To War With Three Countries,fake
" Trump Goes Mental On Threats To North Korea, This Is His Most Dangerous One Yet (VIDEO)",fake
 Trump’s DC Hotel Raised Price And Made Millions In Months Off His Presidency,fake
 Trump’s Rhetoric Just Resulted In A Trillion Dollar Economic Loss Worldwide,fake
 This Old Tweet From Trump Reveals The REAL Reason He’s Trying To Start A War,fake
" Trump Is Raising Your Healthcare Premiums, And That’s A Fact",fake
 Donald Trump Just Announced Another Position For Ivanka And Americans Are Outraged,fake
 Putin Just Spit In America’s Face And Trump THANKED Him For It (DETAILS),fake
" BREAKING: Republican Senate Hopeful Speaks His Mind, Says Putin Is Right, America Is Evil",fake
 Trump Started A War With McConnell And The Oldest GOP Senator Is Coming For Him Guns Blazing,fake
 Trump Comes For McConnell AGAIN With Latest Statement: ‘Fulfill My Campaign Promises For Me Or Quit’,fake
 Donald Trump Doubles Down On Korea Threat; Says He Wasn’t Tough Enough,fake
 Breitbart Editor Gets Roasted Alive On Twitter After Saying Images Of Lady Liberty Are An ‘Attack On The Right’,fake
 Trump Demands Mitch McConnell ‘Get Back to Work’ While Vacationing From Vacation,fake
 BREAKING: It Was Manafort Who Told Gov About Trump Jr. Russian Meeting – And Trump Is Coming For Him,fake
" Trump Tries To Blame Obama For North Korea Mess, It Immediately Backfires (TWEETS)",fake
" Mooch Changes His Tune, Says Reporter ‘Absolutely’ Recorded Him Without Permission",fake
" Desperate For Members, White Supremacists Beg Rally Goers To Make It ‘Sexy’ – No Joke",fake
 BREAKING: FBI Carried Out Warrant On Republican Congressman (DETAILS),fake
 #TrumpChicken Is Now Trending And These Tweets Are Hilarious (IMAGES),fake
" Trump Golfs While Threatening Nuclear War, Then Tries To Cover It Up (IMAGES)",fake
" BREAKING: North Korea Responds To Trump Threats, Crossing Trump’s Red Line",fake
 This Fantastic Obama Speech Shows Us How A REAL President Would Be Acting Right Now (VIDEO),fake
" Melania Gives Up On Cyberbullying After Trump’s North Korea Threats, Turns To Drug Addiction",fake
 Walmart Forced To Apologize After Store Tells Kids To ‘Own The School’ With Guns,fake
 Totally-Not-Running-For-President Pence Signals Yet Again He’s Running For President,fake
 Activists Brilliantly Troll Chickenhawk Trump Behind The White House (IMAGES),fake
" Allies Abroad: Trump Is A ‘Laughingstock,’ Childishly ‘Obsessed With Obama’",fake
 Obama Admin Official Just Humiliated Trump By Calling Out His Nuclear Weapons Lie,fake
" Trump Aides Scramble, Say Donald Trump’s Threats Weren’t Serious, ‘Just His Mood’",fake
" IT’S ON: Toddler Trump Hears Critical McConnell Statements, Promptly Starts To Lose It (TWEETS)",fake
 The Sleazy Shot Trump Just Took At Manafort Proves He’s Terrified,fake
 It’s Happening: FBI Carries Out Predawn Raid On Trump Associate’s Home (DETAILS),fake
 Trump Brags About How Powerful America’s Nuclear Arsenal Is In Scary Twitter Post,fake
 10 Reasons Donald Trump And Kim Jong-Un Are Basically The Same Person,fake
" Sean Hannity Swears He’ll ‘Stop Petty Political Disagreements For 12 Hours,’ Miserably Fails (TWEETS)",fake
 George Takei’s Latest Twitter Poem Roasts Trump’s Idiotic North Korea Statement To Perfection (TWEET),fake
 Trump Has Been Wanting To Nuke North Korea For At Least 18 Years (VIDEO),fake
 ‘Might Have Been Faked By Liberals’: Top Adviser Defends Trump’s Silence On Mosque Bombing,fake
 McCain Opens Up A Can Of Whoop A** On Trump For Threatening North Korea With Nuclear War,fake
" In Public, Trump Calls The Investigation A Witch Hunt – In Private He’s Trying To Influence Mueller",fake
" Trump’s Brilliant Solution To Opioid Crisis: Just Tell Youth ‘No Good, Really Bad For You’ (VIDEO)",fake
 RNC Chair’s Comment Reveals Why Republicans May Never Turn On Trump,fake
 GOP Explodes As Mitch McConnell Directly Blames Trump For Republican Failures (DETAILS),fake
 Trump Just Threatened Nuclear War And The Internet Exploded With Outrage,fake
 Donald Trump Is Acting Just Like Kim Jong: Threatens NK With Nuclear War,fake
" The Real, Damning Reason Trump Opened Fire On Blumenthal Via Twitter (DETAILS)",fake
 The Anne Frank Center Just Nailed Trump To The Wall For His Latest Hitler-Like Moves,fake
 Pat Robertson Is Having A Total Meltdown And It’s All Thanks To Rachel Maddow,fake
 Victims Of Terrorist Attack Question Lack Of Presidential Support,fake
 Elderly California Man Just Savaged A GOP Congressman To His FACE,fake
 The Leaker-In-Chief Just Tweeted Classified Info To His 35 Million Followers,fake
 Senator Who Has Accomplished Nothing Is Very Upset People Think He’s Accomplished Nothing,fake
" Breaking: MAJOR Action Taking Place At Trump Tower As Activists Project Messages, Demonstrate (IMAGES)",fake
" Three Days Before Trump Calls For More Police Brutality, Young Protester Is Violently Removed From Trump Rally",fake
 Official GOP Twitter Account Went Fully Delusional And Americans Are NOT Letting Them Live It Down (TWEETS),fake
" Hey Trump Fans: Trump Hasn’t Improved The Economy One Single Bit, And Here’s Proof",fake
 Leaked Secret Government Report Shows Massive Impact Of Climate Change On The United States,fake
 Trump Loves To Say The New York Times Is ‘Failing’ – So They Just Effortlessly Embarrassed Him With Simple Numbers,fake
" Rain, Rain Go Away: Toddler Trump Throws Record-Breaking Tantrum Because He Can’t Golf",fake
 Average Trump Cabinet Member Stands To Profit By Hundreds Of Thousands From Tax ‘Reform’,fake
 Republican Senator Predicts Trump’s Next Big Legislative Push Will Fail Just Like Trumpcare,fake
 Five Times Five-Time Draft Dodger Donald Trump Insulted Those Who Actually Served,fake
 Donald Trump Just Tweeted An Incredibly Obvious Lie And Got Fact-Checked In Real Time (TWEETS),fake
 Report: Corrupt Wall Streeters Are Three Times More Likely To Go Unpunished Under Trump,fake
" Key Trump Supporter And Major Donor: Trump Is ‘Incompetent,’ ‘Disaster’",fake
 It’s Official: The United States Government Is Censoring Climate Data,fake
 Old Man On Vacation Angrily Live-Tweets Show He ‘Never Watches’,fake
 Military Veterans HUMILIATE Trump For Attacking Senator’s Military Record,fake
 Trump’s FCC Makes Major Move To Put His Propaganda On Every American TV,fake
 George Takei Just Lasered Trump With Some Perfectly Timed Expert Advice (TWEET),fake
 Trump Posts INSANE Tantrum About The Media While Supposedly ‘Working’ On Vacation,fake
 It Took A Democratic Governor To Finally Call The Mosque Bombing Terrorism,fake
" Republicans Kill Trump’s Dream To Repeal Obamacare, Ready To Work With Democrats (DETAILS)",fake
" Al Gore Tells Bill Maher: Get Rid Of Electoral College, ‘Time For A Popular Vote’",fake
 Kellyanne Conway On Trump Administration’s Lies: But What About Benghazi! (VIDEO),fake
 Former FBI Agent: ‘Stay Tuned’ Because Mueller Is Hot On Trump’s Trail (VIDEO),fake
" BOMBSHELL REPORT: GOP Looks To Dump Trump, Secret 2020 Shadow Campaigns Already Underway",fake
" Trump Panics Over Russia Scandal, Kisses Up To Sessions After Trashing Him For Weeks (TWEET)",fake
 This State Is Honoring Obama And Sending A Middle Finger To Trump At The Same Time – You Can Bet He’ll Be Fuming,fake
" Trump MELTS DOWN On Vacation, Tries To Pretend He’s Actually Working (TWEETS)",fake
 Pathetic: Trump Actually Needs A General To Babysit Him Constantly,fake
 McCain Exposes How Capitol Hill Republicans REALLY Feel About Trump,fake
 BAD NEWS For Trump: His White Voter Base Just Abandoned Him,fake
 Another Fox Host Just Got Busted Sexually Harassing Female Staff,fake
 Trump Just Used His Twitter To Break The Law In The Dumbest Way Imaginable,fake
 The Russia Investigation’s Special Counsel Just Made Trump’s Problems A Whole Lot Worse,fake
 Emboldened NRA Threatens New York Times: ‘We’re Coming For You’ (VIDEO),fake
" Kellyanne Conway Just Humiliated Herself On National TV, Displays STUNNING Incompetence (VIDEO)",fake
" Republicans Respond To Trump’s Threats, Presidency In Freefall (DETAILS)",fake
" Remember Trump’s Biggest Campaign Promise? Yeah, Well, He Was Just Kidding",fake
" Chuck Todd Has No F*cks To Give, Says Jeff Sessions Can Take His Threats And Shove It",fake
 WATCH: Fox Host Calls For Revolt If Grand Jury Indicts Trump,fake
" Senate Has Had Enough Of Trump’s Obstruction, Handcuffs His Ability To Appoint An AG To Fire Mueller",fake
" Newsweek’s Latest Cover Effortlessly Demolishes ‘Lazy’ Trump, Meltdown Imminent (IMAGE)",fake
" The Gun Industry Is Hating Trump And The GOP, And The Reason Why Is Hilarious",fake
" Thanks To Trump, ‘Local Milk People’ Is Trending, And That’s Not Weird AT ALL",fake
" Top Republicans TRASH Trump’s Immigration Proposal, GOP In Pieces (TWEET)",fake
 REPORT: Team Trump Ordered Border Patrol To Defy Members Of Congress In Original Muslim Ban,fake
 Australia Prime Minister Tells Trump To Man Up And Accept Refugees Because ‘A Deal’s A Deal’,fake
 Trump Got Another Totally Real Letter From A Not Fake Kid Who Loves Him And No One’s Buying It,fake
 McCain Just BRUTALLY Called Out Trump For His Hypocritical Support Of Russia,fake
 New Dramatic Poll Shows Just How Much Trump Has Humiliated Americans (DETAILS),fake
 Trump Experiments With State-Run TV And Gets Laughed Off The Internet,fake
 Mueller Brings In Bribery Specialist To Crack Open Trump’s Russian Piggy Bank,fake
 Chelsea Clinton Teaches Trump How To Treat The White House With Respect,fake
 Trump Humiliated By Being Forced To Sign Russia Sanctions Bill Which Limits His Power,fake
 ‘Auntie’ Maxine Waters’ Showdown In Senate Inspires Gospel Anthem For The Silenced,fake
 Bush Ethics Lawyer Slams Trump: He Can’t Go ‘One Week’ Without Obstructing Justice [VIDEO],fake
 You Won’t Believe Who The White House Wants To Replace Scaramucci With,fake
 Lindsey Graham Is Getting All War Tingly Again After Talking To Donald Trump,fake
" The Most Hated Man In Corporate America Wants Scaramucci’s Job, Because Why Not?",fake
 BUSTED: Fox News Worked With Trump To Circulate Fake News On Seth Rich Conspiracy Theory,fake
 GOP Congress Just Delivered Trump The Biggest Insult Possible; They Are Completely Ignoring Him,fake
" Trump Put Himself In Deep Sh*t, Personally Drafted Statement Lying About Jr’s Russia Meeting",fake
 Trump’s White House Team Is So Dumb They Fell For Fake Emails (IMAGE),fake
 Details Are Emerging About The Mooch Firing And It Was Brutal,fake
 This Old Anthony Scaramucci Tweet Must Be VERY Uncomfortable Right Now,fake
 Secret Memo Shows That Every Single Congressman Could Be Hit In Russian Investigation,fake
 Rick Perry Is Mocked Over Nukes By Secretary Whose Job He Thought He Was Getting,fake
 White House In Chaos As Trump Fires Scaramucci After Only 10 Days On The Job,fake
 Craziest Person In Congress Wants To Investigate Everyone BUT Trump; Maybe You’re On The List,fake
 WATCH: Trump Really Does Think He’s On A West Wing Edition Of ‘The Apprentice’,fake
 Trump Whines About Obamacare And Takes Credit For Obama’s Economy In Delusional Morning Rant,fake
" Tomi Lahren Blasts ObamaCare, Admits She’s Still On Parents’ Health Insurance [VIDEO]",fake
 Joe Biden Proves He’s A MUCH Better Negotiator Than Trump; He Helped Save Obamacare,fake
 McCain F*cked Over Senate Republicans On Trumpcare In A Much Better Way Than We Already Knew,fake
 Maxine Waters Reveals The REAL Reason Pence Is Putting Up With Trump’s Madness,fake
 Ted Nugent Breaks Civility Pledge With Unhinged Obama Rant For No Apparent Reason,fake
 It’s Not Over: Trump’s Tantrums Drive Senate GOP To Take Aim Yet Again At Healthcare,fake
 Trump HUMILIATED As His Approval Rating Is Now Even Lower Than Clinton’s During Sex Scandal,fake
 WATCH: Internet Hilariously Mocks Trump For Not Killing His Own Flies Like President Obama,fake
 White Man Murders Cop And Racist Media Stays Silent,fake
 Federal Court Rules Against Trump’s Unpresidential Twitter Behavior (DETAILS),fake
 New Report Says Trump Destroyed Scaramucci’s Marriage,fake
 BREAKING: Trump Kicks Reince Priebus Out Of White House (TWEET),fake
" Scaramucci’s New Yorker Interview Is More Than Just Gross, It May Be A Felony",fake
 Trump Admin Deals STUNNING Threat To Alaska Over Their Senator’s ‘No’ Vote On ACA Repeal,fake
 Insane Racist Fired For Death Threats Against Muslims ‘Parked Too Close’ At Walmart,fake
 Trump Awards Woman The Medal Of Valor Then Kisses Her,fake
 The GOP Senate Just Set A Huge Trap For Trump; He’ll Be Screwed No Matter What He Does,fake
 Democratic Twitter Hero Ted Lieu Taunts Trump Over Just-Passed Russia Sanctions,fake
 Anthony Scaramucci Just Said Some Weird Stuff About Steve Bannon’s ‘C*ck’,fake
 Trump-Touted Wisconsin Deal Forces Taxpayers To Shell Out $3 Billion,fake
 GOP Senator Has Had ENOUGH: Firing Mueller Could End Trump Presidency (VIDEO),fake
 Boy Scouts Forced To Apologize On Trump’s Behalf,fake
 GOP Rep Blames Media For Trump’s Attacks On Sessions,fake
 Trump’s White House IMPLODES As Kellyanne Conway Attacks Fellow Top Staffer (VIDEO),fake
" Trump Gets HUMILIATED By His Own Joint Chiefs, Contradict His Transgender Ban",fake
" WATCH: Scaramucci Flips Out Over White House Leaks, Sends Ominous Warning To Reince Priebus",fake
 Trump Is Trying To Make It Illegal For Groups Of People He’s Screwed To Sue Him,fake
" Trump’s Salary Donation Is Just Bullsh*t PR, And Here’s Why",fake
 Trump Will ‘Torture’ Sessions Every Day Until He Resigns: Report,fake
 Trump’s Approval Rating Takes Game-Changing Turn In 11 Pro-Trump States (DETAILS),fake
 Transgender Navy SEAL Hero Dares Trump: Tell Me To My Face I’m Not Worthy Of Serving,fake
 Trump Attacks Sessions Again For Not Helping Him Obstruct Russia Investigation,fake
" Trump Goes On Stunningly Bigoted Rant, Says He Will Not Allow Military Service Of Transgender Soldiers",fake
" Apparently, Trump Is Sad He Has No Eric Holder",fake
 Former CIA Chief Blasts Trump’s Speech To Boy Scouts: ‘Like Watching A Dictator’,fake
 Trump’s Lawyers Say Encouraging Reasonable Force Against Protestors Is 1st Amendment Right,fake
 Trump Says ‘Illegals’ Are Here To Chop Up Teen Girls With Knives Because Shooting Them Isn’t Painful Enough,fake
" She Might Be The Last Decent Republican In America, And This Audio From A Hot Mic Proves It",fake
 American Psychoanalytic Association Gives Members Permission To Diagnose Trump’s Mental Health,fake
 Top Republican Senator BLISTERS Trump For Demanding The DOJ Persecute Hillary Clinton,fake
 WATCH: Republican Lawmaker Has Finally Had Enough Of Trump’s Bullsh*t,fake
 Trump Has Total UNHINGED Scatter-Brained Mental Meltdown For The Entire World To See,fake
 Trump Gets Wrecked After Confirming Secret CIA Program On Twitter (TWEETS),fake
 Obama Photographer BRILLIANTLY Trolls Trump’s Wildly Inappropriate Speech To The Boy Scouts (IMAGE),fake
 WAPO: Trump Planning To Go Around Senate To Replace Sessions With A Loyal Stooge,fake
 BREAKING: Desperate GOP Senators Drag John McCain Back To Washington For Trumpcare Vote,fake
" Breaking: Secretary Of State Debates Abandoning Trump, Fleeing Sinking Ship",fake
" Donald Trump Whines, Swears And Talks Cocktail Parties — In A Speech To Children",fake
" Buy American? Even Trump’s MAGA Gear Is Sold Via Canada, Not America",fake
 Trump Just Made A Hugely Inappropriate Threat Over Trumpcare While Speaking To Boy Scouts (VIDEO),fake
 WTF: Pentagon Sold Over $1 MILLION Worth Of Military Weapons To Fake Cops,fake
 Trump’s Pick For Head Of DOJ Criminal Division Represented Russian Banks With Putin Ties,fake
 This Congressman Just Took A Stand Against Trump’s Corruption And Trump Will HATE It,fake
 Congressional Black Caucus: Jeff Sessions Has Got To GO,fake
 Germany’s President Joins Chancellor Merkel In Sharp Criticism Of ‘Irritating’ Trump,fake
 ICE Agent Spills: We’re Targeting Children For Detention ‘Because We Can’,fake
" WATCH: According To Trump, ‘Obama’care Is Somehow 17 Years Old (TWEETS)",fake
 Male Republican Blames ‘Female Senators’ For GOP Failure To Pass Health Law,fake
 Ivanka Trump Made Up Fake News About Albert Einstein And The Internet Will Never Let Her Live It Down (TWEETS),fake
" Kushner: I Lied About Four Russian Contacts, But No Worries, I Didn’t Collude",fake
" Kushner Takes The Only Life Boat, Watches Junior And Manafort Drown From The Shore",fake
" Republicans Demand Chelsea Clinton Be Questioned Over Benghazi, Hillary ‘Scandals’ (VIDEO)",fake
 Trump Considering Firing Sessions And Replacing Him With Corrupt Trump Crony,fake
 Now Trump Wants to ‘Drain The Sewer’ So The Internet Let Him Know He’s A Piece Of Sh*t (TWEETS),fake
" Republicans Are Trying To Destroy The Senate As We Know It, Taking Away Your Vote — Here’s How",fake
 Republican Official Caught Exposing Himself Attacks Police Officer,fake
" WATCH: Scaramucci Cried About How Hard It Is For Wall St. Elites, So President Obama CRUSHED Him – To His Face",fake
" Member Of Congress Educates Trump: ‘Our Job Is To Check You, Not Protect You’ (TWEETS)",fake
 Carrier Employee Speaks Out On Trump: ‘He Blew Smoke Up Our A**es’,fake
 Retired Colonel BLASTS Trump’s ‘Amateur’ Demand That Navy Sailors Support GOP Legislation (VIDEO),fake
 Trump Whines Incoherently About ‘Russian Witch Hunt’ And The Internet Laughs At Him (TWEETS),fake
 Kellyanne Conway’s Meltdown Over Russia Is So Stupid You Have To See It To Believe It (VIDEO),fake
 Trump Administration Gets Ready To Come After Cannabis (DETAILS),fake
 WATCH: Jake Tapper Rips Scaramucci A New One For Using Trump As Source To Deny Russian Hacking,fake
" Michelle Obama Went To A Birthday Party, So Conservatives Called Her ‘Ghetto Trash’ (SCREENSHOTS)",fake
 Trump’s America: White Supremacist Blogger Given Job As Federal Judge,fake
" Republican Viciously Attacks McCain: Give Me Your Job, You Clearly Can’t Do It",fake
 POLL: Trump Is The Least Popular President Of All Time — And It’s Getting Worse,fake
 NSA Chief On Trump’s Russia/US Cybersecurity Unit Plan: That’s A Terrible Idea,fake
 Republicans Want To Tax Democratic States More To Pay For Tax Cuts For The Rich,fake
" BAD NEWS For Trump: Memo Proves He Is Not Above The Law, Can Be Indicted",fake
 Republicans Are Admitting They’re Fine With Treason As Long As They Win,fake
 WATCH: The New Man In Trump’s Life Is Kissing His A** Like Nobody Else Ever Has,fake
 Trump Campaign’s Old Tweet Comes Back To Bite Donald In The A** And It Is PERFECT,fake
 WATCH: Republican Strategist BLASTS ‘Lawless’ Trump,fake
" Donald Trump Just Tweeted His Most INSANE, Convoluted Rant Ever (TWEETS)",fake
 Russian Lawyer Willing To Testify In Front Of The Senate ONLY If ‘Given Safety’,fake
" With Latest Hire, Trump Might’ve Just Gone To War With The NRA",fake
 GOP Senator Drops BOMBSHELL – House Intel Chair Spread Fake News About Surveillance To Help Trump,fake
" NEW: Kushner Lied About MILLIONS In Assets On Disclosure Forms, Over 70 Items Discovered Missing",fake
" BREAKING: Sessions Lied, Discussed Trump Campaign With Russian Government",fake
 2nd Major Trump Team Shakeup In A Single Day; Trump’s Top Lawyer Resigns,fake
 Trump’s Legal Team In Uproar After He Forces Them To Attack Robert Mueller,fake
" BREAKING: GOP Chairman Grassley Has Had Enough, DEMANDS Trump Jr. Testimony",fake
 Report: Trump Businesses Seeking Dozens Of Special Visas For Foreign Workers,fake
 John McCain Just Savaged Trump On Twitter (TWEET),fake
 Russian Lawyer At Trump Jr.’s Meeting Has Worked For Russian Spy Agency,fake
 Hannity Goes BALLISTIC After Conservative Group Humiliates Him By Rescinding Media Award,fake
 WATCH: Kellyanne Conway SMEARS Investigators To Give Trump An Excuse To Fire Them,fake
" Florida Republican To Black Voters: ‘If You Don’t Like It Here, Go Back To Africa’",fake
 Corruption: Here’s How Donald Trump Is Breaking The Law And Profiting From The Presidency,fake
 BREAKING REPORT: Trump Is Terrified; Asking Lawyers If He Could Pardon Himself,fake
 GOP Billionaire Issues HARSH Message To Congress: Impeach Or I’m Done,fake
 Trump In A Panic As Deutsche Bank Plans To Turn Over Financial Information To Investigators,fake
 Senate Gives Trump Jr. Ultimatum: Respond By Friday Or Face Subpoena,fake
" Trump Indicates WH Previously Lied, Second Secret Putin Meeting Was ‘More Than Small Talk’",fake
" Mueller Just Told Trump To F*ck Off With His Threats, Expands Probe To Trump Family Finances",fake
 Wife Of The Japanese PM Epically Trolled Trump At G20,fake
" Trump Just Attacked The DOJ, Gets His A** Handed To Him By Sally Yates (TWEET)",fake
" 32 Million Uninsured, Premiums To Double If Obamacare Repealed But Not Replaced",fake
 Trump Gets Brutally Reminded Of The Sh*tty Way He Treated McCain After Releasing Pathetic Statement,fake
