title,label
Sanders delegates' convention agenda,REAL
Is it necessary to break the law to improve your standard of living?,FAKE
Paris climate summit: What to expect from historic talks,REAL
"Trump doctor’s letter: He takes cholesterol drug, is overweight but is in ‘excellent’ health",REAL
Game changer? Trump supporter charged in voter fraud case,FAKE
"Supreme Court: your right to a ""speedy trial"" ends when you're declared guilty",REAL
We told you so! The Zika virus is harmless,FAKE
Debating the Future of American Power Abroad,REAL
Sesame Seeds for Knee Osteoarthritis,FAKE
Now We Can Finally Get to Work,FAKE
Trick-Or-Treaters Get Their Socks Rocked By BADASS Hillary Pumpkin Outside,FAKE
Amurexit from NAFTA TPP Wall Street and Global Policeman,FAKE
Islamic State accepts Boko Haram allegiance pledge,REAL
Wife of Muslim jihadist who killed and wounded over 100 in Orlando nightclub massacre says she “knew nothing”,FAKE
Farming Invented Many Times by Many Different Farmers Over A Vast Landscape. @CarlZimmer. @NYTimes. - Russia News Now,FAKE
Netanyahu warns Iran deal could 'threaten the survival' of Israel,REAL
Why Comey Reopened the Hillary Investigation,FAKE
Hillary: Leaked Audio of Her Discussing Rigging an Election in Palestine,FAKE
"After Brussels, Trump's 'strength' resonates with GOP voters (+video)",REAL
The Intercept Outs Neocon Democrat’s Smear Against Trump as ‘Putin’s Puppet’ - Eric Zuesse,FAKE
"Done Deal? Clinton, Trump Shift to General Election after Big Wins",REAL
What You’re Not Told: 90% Of American Media Is Controlled By Six Corporations,FAKE
"Steve Quayle On Economic Collapse, World War 3 and U S elections",FAKE
What Brian Williams’s Chopper Whopper Says About Modern News Media,REAL
"Republicans have little reason to act on immigration — both today, but also before the 2016 primaries",REAL
We don’t just need to see Trump’s taxes — we need a real medical report on him,REAL
Police morale can wait: How the Baltimore riots should reshape Attorney General Loretta Lynch’s agenda,REAL
The Militarized Police at Standing Rock is Working for This Man,FAKE
Bundy Ranch occupiers acquitted on all counts after challenging the corrupt Bureau of Land Management,FAKE
The Truth About Atlantis [Video],FAKE
Major Corporate Sponsors Are Scaling Back Support for GOP Convention,REAL
Admit it: You love Tax Day! (Opinion),REAL
Western QLD Drovers Show Solidarity With C.U.B Workers By Only Drinking Sauv Blanc – The Betoota Advocate,FAKE
CNBC Just Confirmed Comey Is Abusing His Power To Help Trump,FAKE
JASON CHAFFETZ EXPOSED HILLARY CLINTON’S PLAN TO BRIBE FBI AGENTS TO LET HER GO,FAKE
Obama On Baltimore: 'This Is Not New',REAL
US Not Ruling Out Daesh Involvement in Afghanistan Offensive,FAKE
The United States Is Pre-Positioning “Enemy Assets” In Preparation For A Rigged Election,FAKE
Booze Brands Polarize Just Like Politicians,REAL
Why Greece and Iran seem willing to take on the world (+video),REAL
Comment on “This is My Second One” — Virginia Cop Caught Bragging About Killing Two Unarmed People by Jamieson,FAKE
"Hillary Clinton Promises Steady Leadership, More Jobs in Historic Speech",REAL
News: Election Night Disaster: John King Tapped His Electoral College Map Too Hard And Fell Headfirst Into A Digital Hellscape,FAKE
CLINTON EMAIL INVESTIGATION HAS SHIFTED THE POLLS SIGNIFICANTLY IN TRUMP’S FAVOR,FAKE
"People Power! Natives declare treaty rights, police admit defeat - cite lack of 'manpower' to remove DAPL protesters",FAKE
Obama: U.S. cannot solve the world's problems alone,REAL
How hackers eroded Americans' trust in democratic process,REAL
Boy With Autism Makes His First Friend Ever And His Mom Can’t Stop Crying,FAKE
Julian Assange October Surprise REVEALED,FAKE
First Contact Film Trailer,FAKE
370 Economists Sign Letter Urging America Not To Vote For Donald Trump,FAKE
"Here come the jobs, finally",REAL
What Walker's Departure Means for GOP Field,REAL
Julian Assange Ends The Suspense: “The Source Of Hacked Emails Is Not Russia”,FAKE
Dem Operative Who Oversaw Trump Rally Agitators Visited White House 342 Times,REAL
TRUMP TSUNAMI INCOMING: What Trump Did In Florida Today Will Make Him President!,FAKE
Trump’s Star Vandalized On Hollywood Walk Of Fame - The Onion - America's Finest News Source,FAKE
Obama’s trip to Ethiopia alarms some human rights activists,REAL
Nearly All Wild Animals Face Mass Extinction By 2020,FAKE
Illegal Immigrants Could Elect Hillary,REAL
15 Foods That Contain the Most Vitamin E | Alternative,FAKE
TREY GOWDY: “WHAT IN THE WORD IS LORETTA LYNCH DOING TALKING TO COMEY”,FAKE
The Northern Sea Route: New Prospects for the Pacific Rim | New Eastern Outlook,FAKE
Cruz campaign: We could have stopped Trump if Rubio became running mate,REAL
FREE Summit from Health Experts Teaches About Healthy Fats to Reverse Disease and Lose Weight,FAKE
Kentucky governor: Electing Hillary Clinton may eventually lead to violence,REAL
Contaminated Food from China Now Entering the U.S. Under the 'Organic' Label,FAKE
Forget Wikileaks...this is the real October Surprise that is going to stop Hillary,FAKE
Donald Trump: The next President of the United States of America,FAKE
14 Days and Counting-There Will Be a Civil War No Matter Who Wins the Election,FAKE
Internet Is On Fire With Speculation That Podesta Emails Contain Code for Child Sex,FAKE
Inside Jeb's 'shock and awe' launch,REAL
Southern Poverty Law Center Targets Anti-Jihad Crusaders (Ann Corcoran Honored!),FAKE
Babylon Mystery Religion Series,FAKE
Relief efforts to find survivors intensify amid powerful aftershocks,REAL
The early 2016 primary calendar is now set. It will change.,REAL
Trump: I wouldn't accept Cruz's endorsement,REAL
What is Federalism?,FAKE
Confirmed: Public overwhelmingly (10-to-1) says media want Hillary to win,FAKE
"Mitt Romney Calls Donald Trump 'A Phony, A Fraud'; Trump Hits Back",REAL
"In Jamaica, Obama indicates that he will remove Cuba from terrorism list",REAL
Turkey Rounds Up Erdogan’s Political Opponents as Crackdown Widens,FAKE
Trump controlled by Mossad,FAKE
THE POLLS CAN NO LONGER BE RIGGED THIS ELECTION,FAKE
New Lunar Craters Mystery | Space News,FAKE
Cruz's immigration gambit,REAL
Donald Trump Wins The Presidency In Historic Victory,FAKE
Trump slams GOP nominating process as top aide accuses Cruz of 'gestapo tactics' to win delegates,REAL
Battle for the Ages,FAKE
Discrimination and Condemnation: Australia’s War on Boat People,FAKE
Obama hits the trail for Hillary Clinton: Will he help or hurt?,REAL
Scalia’s death comes just a month before the court’s biggest abortion case in years,REAL
The Empire Files: Inside Palestine's Refugee Camps,FAKE
New Saudi king ascends to the throne as terrorism threat grows,REAL
"With Another Deadline Looming, Whispers Of Iran Nuclear Deal Emerge",REAL
Donald Trump's Clintonesque foreign policy,REAL
The Israeli Trumpess,FAKE
Comment on Sheriff Says Cannabis Makes People Murderers Because “Rational Thought” Leads to Violence by Isaid Dilligaf,FAKE
Seven World-Historical Achievements of the Iraq Invasion of 2003,FAKE
Major Voter Fraud Already Running Rampant Against Republicans,FAKE
Backers: Romney more open to 2016,REAL
"Re: Yes, There Are Paid Government Trolls On Social Media, Blogs, Forums And Websites",FAKE
The REAL REASON Hillary Was Not Prosecuted For Her Email Scandal Will Infuriate You,FAKE
Why Rachel Dolezal's assertion that she is black could pave way for folks choosing a 'racial identity',REAL
Brexit and the Law,FAKE
Tsarnaev Mom: Americans Are ‘Terrorists’,REAL
It isn’t ‘Islamophobia’ when an Oklahoma GOP State Rep. says “Islam is a cancer in our nation that needs to be cut out”,FAKE
WELCOME TO PARIS where tour buses have to navigate around all the new Muslim tent cities filling the streets,FAKE
Clinton braces for Nevada nail-biter,REAL
US Insiders – Not Russia – Leaked Clinton Emails,FAKE
Is This Why The Smash In Gold & Silver Is Happening? A Shocking Game-Changer For Gold & Silver Is Now Unfolding…,FAKE
Dad in weird mood since 2004,FAKE
NATO Buildup in Eastern Europe: ‘We’ve Only Seen the Tip of the Iceberg’,FAKE
California & Oregon Want To Secede From The U.S. After Trump Election,FAKE
Here are the top five things to watch in tonight's debate,REAL
The NRA Just Admitted It Was Always Lying About Obama Confiscating Guns,FAKE
"Head Of Medicare, Who Oversaw Obamacare Rollout, Will Step Down",REAL
Republican Protester Says He Was Nearly Killed After Trump Says ‘Take Him Out’,FAKE
"Donald Trump, president of the Confederacy: The Southern strategy created the GOP civil war",REAL
"Former Miss Finland accuses Trump of sexual assault, bringing number of accusers to 12",FAKE
Kerry orders State Department review of records retention amid Clinton email controversy,REAL
United States  Reformation or Fracture?,FAKE
A sharp exchange over election-year polling offers thoughts for the rest of us,REAL
Romney’s reboot: Can the 2012 loser really fix his problems in 2016?,REAL
Is it possible to fix the polarization of American politics?,REAL
CETA: Canada Has Challenged The EU’s Chemical Regulations 21 Times,FAKE
Tiny Homes Banned In U.S. At Increasing Rate As Govt Criminalizes Sustainable Living,FAKE
"Life: When These Third-Graders Saw Their Classmate Didn’t Have A Lunch, They Kept Feeding Him More And More Lunches Until He Clogged The Door And Got School Canceled",FAKE
US faces calls to ‘walk away’ from Iran talks,REAL
Netanyahu warns supporters he may lose in Tuesday’s election,REAL
Harry Reid Calls Trade Push By Obama And GOP 'Insanity',REAL
Sex and the Presidential City,FAKE
San Bernardino massacre: A horror that affects us all,REAL
Netanyahu's Iran Speech: Why it's important for Congress to at least listen to Israel's leader,REAL
Obama: Warren 'Absolutely Wrong' On Trade Deal,REAL
The Guardian is Going Friggin Nuts Over Calais,FAKE
Swing-state stunner: Trump has edge in key states,REAL
AUSTRIAN DISGRACE: No jail for Muslim migrant who dumped his own baby in the middle of the road after he got drunk and enraged,FAKE
The Modern History of Rigged US Elections,FAKE
Carly Fiorina will appear in top-tier Reagan Library debate,REAL
STRANGE THING moving up Alaska’s Chena River caught on video,FAKE
Trump Expected to Name Running Mate Soon: Looking for an 'Attack Dog',REAL
President Obama’s Interview With Samantha Bee Will Have You Rolling On The Floor Laughing (VIDEO),FAKE
The End of the Road for John Kasich,REAL
Why Negotiators At Paris Climate Talks Are Tossing The Kyoto Model,REAL
"WHAT HAPPENED? In 2014, Quebec tried to pass a Charter that would have banned all religious attire in public, specifically to prevent Muslim women from hiding their faces",FAKE
Election 2016 and the Growing Global Nuclear Threat,FAKE
"How Barack will juggle Bibi, Vlad and Hillary",REAL
Pentagon: No Plan ‘So Far’ For US Troops to Enter Mosul,FAKE
Russian pianist Denis Matsuev terrorized in US for supporting Putin,FAKE
"In Rand Paul and Marco Rubio’s feud over Cuba policy, a preview of GOP’s 2016 foreign policy debate",REAL
Former GOP Representative Calls For Armed Insurrection (VIDEO),FAKE
Jeb Bush blames Iraq unrest on Obama,REAL
Cop Versus Two Informed Teens who Refuse to Submit to an Unlawful Detainment,FAKE
Al Qaeda rep says group directed Paris magazine attack; US issues travel warning,REAL
Did Trump Make a “Secret Deal NOT To Prosecute Hillary” In Exchange for Her Concession?,FAKE
What 'Draw Muhammad' shootings say about Islamic State reach (+video),REAL
4 Truly Important Items for Your Post-Election List of Things to Protest,FAKE
Public vs. Media on War,FAKE
"In Baltimore's call for federal police probe, a new search for answers (+video)",REAL
Freedom Rider: Organizing in the Age of Hillary,FAKE
The Iowa caucuses are closer than you think,REAL
Entering U.S. as refugees would be hard for terrorists,REAL
"As Crooked HIllary Investigation Reopens, Democrat Cities Push To Allow Illegal Immigrants Voting",FAKE
CNN Calls Sheriff Clarke A ‘Terrorist’ After Trump Considers Giving Him An Incredible New Job | EndingFed News Network,FAKE
Town in Wisconsin Passes Law That Fines Parents of Bullies,FAKE
Here's why moderate Republicans aren't running for Congress anymore,REAL
"Supreme Court to consider redefining 'one-person, one-vote' principle",REAL
Iowa nightmare revisited: Was correct winner called on caucus night?,REAL
FBI Investigating New Clinton Emails - The Onion - America's Finest News Source,FAKE
"In a revealing interview, Trump predicts a ‘massive recession’ but intends to eliminate the national debt in 8 years",REAL
Euro-Russian Mars Lander May Have Exploded Due to Software Glitch,FAKE
The Limitations of Randomised Controlled Trials,FAKE
Climate change: What you can do (Opinion),REAL
Obama: Gov. Scott Walker needs to ‘bone up’ on foreign policy,REAL
Watch: Obama criticizes Kenya's president on gay rights as they stand right by each other,REAL
Shallow 5.4 magnitude earthquake rattles central Italy; shakes buildings in Rome,FAKE
Obama’s plan to boost defense budget points to brewing national security debate,REAL
What Trump and Clinton are looking for in a VP,REAL
Trumps Hollywood Walk of Fame star Destroyed with a Sledgehammer and Pick,FAKE
The GOP’s nuclear option for Donald Trump: Why the only way to beat him is so scary,REAL
Checking a claim that 'nobody did anything wrong' on Benghazi,REAL
Who's winning Indiana? It's anybody's guess,REAL
"Palin’s endorsement the latest prize as Trump, Cruz battle for conservatives",REAL
Refugee Resettlement Watch: Swept Away In North Carolina,FAKE
Unravelling Chattanooga: What do we know about shooter?,REAL
November Kale,FAKE
'There appear to be no rules anymore',REAL
"University of Missouri, please immediately fire employees who taunted media",REAL
How Trump vs. Clinton could reshape the electoral map,REAL
Trump ups the ante in Indiana,REAL
"Plutocrats love Jeb, but voters don’t: Bush’s “electability” argument is getting even weaker",REAL
300 US Marines Deployed To Norway Near Russian Border For First Time Since World War II,FAKE
Julian Assange: Why We Published What We Have on the US Elections,FAKE
Pakistan expels India diplomat in tit-for-tat move,FAKE
News Shot: Detroit Airport Uses New System To Control Travelers,FAKE
"Chris Christie: If I Run, I Will Beat Hillary Clinton",REAL
"Christie Hides $800,000 in Travel Bills",REAL
Russia deploys missiles in Syria after Turkey shoots down bomber,REAL
Lawbreaking AirBnB At It Again: Sends Out Spam That Violates CAN-SPAM Act,FAKE
Marco Rubio self-destructs in New Hampshire,REAL
"Comment on Entitled Customer Slams Restaurant On Yelp, What Happens Next Is Sheer Badassery by customize your own jerseys",FAKE
Exclusive: Foreign Isis Fighters Defend Mosul Frontline as Locals Flee,FAKE
The President Of The United States of America: Donald J. Trump,FAKE
The GOP Is Dying Off. Literally.,REAL
Michael Bloomberg Names Technological Unemployment as the Next Administration’s “Greatest Conundrum”,FAKE
Carly Fiorina swipes at Trump: ‘Look at this face.’,REAL
Where Donald Trump and Hillary Clinton stand on economic issues,REAL
Can Anyone Beat Trump in the Primary? History Says No,REAL
"Morning Plum: Get ready for another ideological death struggle, this time over climate",REAL
Two Points About the Hillary Clinton Email Fiasco,FAKE
IT Firm Wins $63Mln US Army Contract in South Korea - NCI,FAKE
"Terror attack over, 147 dead at Kenya university",REAL
"Wall Street, Hollywood, The Media And SJWs Fail To Stop Donald Trump From Becoming America’s 45th President",FAKE
Robert Durst of HBO's 'The Jinx' charged with murder,REAL
Why the Iraq offensive will fail,REAL
Hope and hype of Hiroshima can’t conceal Obama’s dismal record on nuclear disarmament,REAL
"650,000 Emails Found On Anthony Weiner’s Laptop; DOJ Blocked Foundation Probe",FAKE
Congress Undermines U.S. Global Economic Standing,REAL
Iran nuclear talks: What if the deal falls through?,REAL
Election’s Rape And Sexual Assault Accusations Need to Be Taken Seriously,FAKE
Democratic convention: passionate end to day one steadies early drama,REAL
The GOP's big-money plan to save the Senate,REAL
It Turns Out Trump Put off Investigators for 6 Months While He Destroyed Emails,FAKE
Russian Navy Moves Guided Missile Ships to Baltic,FAKE
Cruz blasts Trump as phony conservative in front of CPAC crowd,REAL
Taking Trump voters’ concerns seriously means listening to what they’re actually saying,REAL
Donald Trump’s campaign of terror: How a billionaire channeled his authoritarian rage — and soared to the top of the polls,REAL
BRICS Countries to Invest $500 Million in Russian Gold Deposit - Kira Egorova,FAKE
“There is such a thing as being too late”: Obama issues a desperate call for a global climate deal,REAL
Hybrid Wars 8. Strategies Against Africa – Introduction,FAKE
We’re All Going To Lose On November 8th: Get Prepped With This Post-Election Chaos Checklist (VIDEO),FAKE
HIV ‘Cure’ Almost Complete after Scientists Remove Virus’s DNA from Living Tissue,FAKE
Vortex Structured Water [Video],FAKE
Missing on GOP debate stage: A future president (Opinion),REAL
Senators Seek ‘Living Wage’ for Capitol Hill Contractors,REAL
Brian Williams Under Fire Over His Shifting Story Of Iraq Helicopter Attack,REAL
Getting 10 Minutes of Sunlight Per Day Can Stop Depression,FAKE
AUSTRIA: Freedom Party leader calls Chancellor Angela Merkel the “most dangerous woman in Europe”,FAKE
The Sex Scandal That Could Change The Election,FAKE
Obama administration announces halt on new coal leases,REAL
"ObamaCare has cancer. And if it’s not treated quickly and aggressively, it will die",REAL
OFF TOPIC: Unlike Muslims…horses actually do have a sense of humor,FAKE
This Irish TV channel killed their weather presenter for Halloween,FAKE
Scientists Claim To Have Found 234 Alien Civilizations,FAKE
I Am A Syrian Living in Syria: “It was Never a Revolution nor a Civil War. The Terrorists are sent by your Government”,FAKE
President Obama's persistent and puzzling passivity on terrorism,REAL
Baby Bonds: A Plan for Black/White Wealth Equality Conservatives Could Love?,FAKE
Two-time world champion in kickboxing killed in Moscow. Video,FAKE
Jeb's invisible man strategy,REAL
"Death of millions of Yemenis in the ""forgotten war""",FAKE
"Charlie Hebdo attack: Suspects' names, photos released",REAL
Why the Ted Cruz-Marco Rubio debate mattered most (+video),REAL
"David Sweat shot, captured alive after New York manhunt",REAL
Texas county switches to 'emergency paper ballots',FAKE
"Police Family Fakes Robbery, Vandalizes Own Home to Blame it On Black Lives Matter",FAKE
"Obama opens up on Iran: What he's learned about war, Republicans, and his foreign policy",REAL
Why Bernie Sanders's campaign makes me worry about how he’ll manage the White House,REAL
What DNC Donors REALLY think of African Americans,FAKE
Leaked email shows Monsanto Executive V.P. invited to 'Hillraiser' fundraiser to put Clinton into the White House for Monsanto's benefit,FAKE
Clintons Are Under Multiple FBI Investigations as Agents Are Stymied,FAKE
"First Iraqi Troops Enter Mosul, But Fighting Remains Largely in Suburbs",FAKE
SHOCK VIDEO : Hillary Needs Help Climbing ONE SINGLE STEP in Florida – TruthFeed,FAKE
"After vowing to end two wars, Obama may leave three behind",REAL
Climate Engineering And Cryosphere Collapse,FAKE
Donald Trump Wins The Presidency In Historic Mandate Victory As Hillary Clinton Concedes,FAKE
"Illegal Thug Returns After Deported Twice, Gives Sick ‘Gift’ To Girlfriend",FAKE
Barack Obama Marks 50th Anniversary Of 'Bloody Sunday' With Powerful Speech In Selma,REAL
"Ryan meets Trump, says ‘very encouraged’ but unity will take time",REAL
Eleven States Sue Obama Admin. over Transgender Directive,REAL
A brutal spoof advert for the new Macbook that highlights everything it doesn’t have,FAKE
"US sailors freed by Iranians. No US apology issued, says Joe Biden",REAL
Could This Be the Real 'Super Tuesday'? A Look at What's at Stake,REAL
"Thanks to Obama, the terrorist cancer is growing",REAL
"Politico Tries to Destroy Trump, But It Backfires IMMEDIATELY",FAKE
ICE Agent Commits Suicide in NYC; Leaves Note Revealing Gov’t Plans to Round-up & DISARM Americans During Economic & Bank Collapse | EndingFed News Network,FAKE
Gold prices on the way to all-time highs,FAKE
Trump doesn’t have a national campaign. So the GOP is trying to run one for him.,REAL
Republicans in Congress are ready for Hillary as they prepare for new probes into Clinton Foundation,FAKE
Some GOP elites aren’t quite convinced by Trump charm offensive,REAL
Puh-LEEZE! DOJ’s ‘policy’ reminder to FBI is shameless (especially considering THIS) – twitchy.com,FAKE
Show biz: Business and breakthroughs,FAKE
Canada Just Threw A Grenade Into Elizabeth Warren's Trade Fight With Obama,REAL
"New Company Aims To Explore Intersection Of Technology, Other Thing - The Onion - America's Finest News Source",FAKE
When Will It End? Police Clash with Pipeline Protesters,FAKE
GOP Debate Round 3: Expect Another Wild Night,REAL
A List of Best Password Managers Offering Both Free and Premium Services,FAKE
New bionic eye implant connects directly to brain,FAKE
GLOBAL WARMING ALARMISTS DISAPPOINTED THAT HURRICANE MATTHEW WASN’T WORSE,FAKE
His campaign’s statement that Trump accepts the truth of Obama’s birthplace is filled with falsehoods,REAL
"White House, Dems seek to water down Iran bill",REAL
Reporter says Clinton camp denying him access to events,REAL
Congress's fight over Iran deal enters new phase,REAL
Why LeBron James’s Endorsement Could Help Clinton Retake Ohio,REAL
White House warns Congress: Fight Zika or live to regret it,REAL
Cuba has a possible lung cancer vaccine that America can now test,REAL
FBI REDUX: What’s Behind New Probe into Hillary Clinton Emails?,FAKE
"Hillary Isn’t Only One Who Suffers Memory Loss, Look What Bill Just Did….",FAKE
White House counsel reportedly kept in dark on Clinton’s personal email use,REAL
Iran talks to be extended another day,REAL
Our Debt to Paula Jones,FAKE
“Billionaire” Donald Trump’s Presidential Campaign Is Flat Out Broke,FAKE
Reasons to Risk Nuclear Annihilation,FAKE
Election 2016: Clinton email stumble fuels Dem critics,REAL
"Kurdish forces, backed by U.S. airstrikes, launch offensive in Iraq",REAL
BAHAHA! Wanna bet Hillary made THIS face when she found out about the FBI? [photo],FAKE
Comment on The Science is “Overwhelming At This Point” Wifi Industry Appeals Brain Tumor Association Ordinance by THE SCIENCE IS “OVERWHELMING AT THIS POINT” WIFI INDUSTRY APPEALS BRAIN TUMOR ASSOCIATION ORDINANC - WAKING SCIENCE,FAKE
"“We won, you lost, get over it” Brexiters told outside High Court",FAKE
Political Correctness for Yuengling Brewery; What About Our Opioid Epidemic?,FAKE
"As Always, U.S. Adores a Good Sex Scandal",REAL
Migrants Refuse To Leave Train At Refugee Camp In Hungary,REAL
Biden previews battle against Clinton,REAL
Links 11/11/16,FAKE
VIDEO : Sean Hannity “The American People Have Finally Been Heard” – TruthFeed,FAKE
"Mike Brown Family Suing Ferguson, Wilson",REAL
SWEDISH OUTRAGE as Muslim colonizers get preference for housing while native Swedes are out in the cold,FAKE
U.S. LAWMAKERS RAISE PRIVACY CONCERNS OVER NEW HACKING RULES,FAKE
Sanders’ challenge: Winning over Obama supporters,REAL
U.S. Currency Hidden Images,FAKE
GOP lands no solid punches while sparring with Clinton over Benghazi,REAL
"A nuclear deal has been reached, but Iran must free Jason Rezaian",REAL
"South Carolina, Nevada polls find Clinton far ahead",REAL
Will Hillary Clinton lose the election because of the FBI email investigation?,REAL
"Monsanto Behind 4-Years-in-the-Making, Failed Peace Deal in Colombia",FAKE
Oathkeepers to Prevent Voter Fraud- Operation Sabot,FAKE
Non-mainstream poll shows Trump poised to win with 76% chance,FAKE
Stossel: Why Marco Rubio and Hillary Clinton are 2016's likely nominees,REAL
The Source of our Rage       :,FAKE
Donald Trump Campaign Manager Is Out,REAL
"We must smash the Clinton machine: Democratic elites and the media sold out to Hillary this time, but change is coming",REAL
5 takeaways from the first presidential debate,REAL
"@POTUS joins Twitter, jokes with @BillClinton",REAL
Trump Supporters Booby Trap Polling Place And Spill Blood Of Election Volunteer (VIDEO) | Addicting Info | The Knowledge You Crave,FAKE
Obama on 'The Daily Show:' What happened to common conversation? (+video),REAL
It’s not about mental illness: The big lie that always follows mass shootings by white males,REAL
GOP Candidates Say Paris Attacks Highlight U.S. Leadership Failure,REAL
Report: Freddie Gray sustained injury in police van,REAL
"Sure, We Want An Honest And Trustworthy President, But It's Complicated",REAL
"Comment on ‘Voting Is Rigged & Used To Pacify The Public’ Says Three-Time US Presidential Candidate Ron Paul by Anonymous: There Is No One Way To Live On This Planet, But We Can Be Harmonious – Collective Evolution",FAKE
The Pope vs. America,REAL
Bernie Sanders to announce 2016 intentions on Thursday,REAL
The problem with Cruz and Kasich aligning to stop Donald Trump,REAL
Brexiters set up demented ‘people’s courts’,FAKE
"Prime Minister of France says, “if we grant immediate asylum to illegal alien Muslim invaders, by tomorrow they will be speaking French and sharing French values”",FAKE
US Presidential Elections Sound a Warning of Catastrophes to Come,FAKE
The Overwhelming Stress of Being Denied a Bathroom,REAL
DONALD TRUMP & DEUTSCHE BANK: DID CLINTONS LEAN ON US JUSTICE DEPARTMENT?,FAKE
Why You Should Stop Apologizing for Doing All That You Can,FAKE
Clinton Gets Back In The Game After Blowout Loss To Sanders In N.H.,REAL
WikiLeaks Documents Reveal United Nations Interest In UFOs,FAKE
The Senate's 46 Democrats got 20 million more votes than its 54 Republicans,REAL
Fashwave Friday: Endgame,FAKE
"Blog: If Donald Trump Pardons Me, I Would Be Honored To Serve As Secretary Of Agriculture",FAKE
Hung jury in Jodi Arias sentencing phase removes possibility of death sentence,REAL
Chris Christie Bolsters Political Team as Allies Launch Super PAC,REAL
Re: Why Did Attorney General Loretta Lynch Plead The Fifth?,FAKE
The Fear of Being Gay in Russia,REAL
Federal court: NSA phone record collection is excessive,REAL
BREAKING: THE REAL REASON HILLARY CLINTON WONT BE CHARGED BY THE FBI,FAKE
"Blame Government, Not Markets, for Monopoly",FAKE
Michael Oliver – Here Is The Big Picture For Gold After The Takedown,FAKE
Hillary Clinton speech to attack Donald Trump's 'dangerous' foreign policy plans,REAL
‘Take The Money!!’: Emails Show How Clinton Campaign Manages Lobbyist Donations,REAL
Military op to retake Mosul from ISIS,FAKE
"Iowa caucus results: Ted Cruz wins, Hillary Clinton declares victory",REAL
"Lesson learned? Goldman Sachs says not to expect ""Brexit-type surprise"" on Nov. 8",FAKE
Three Ways to Recharge Your Energy Using Crystals,FAKE
"Obama Spends Earth Day In The Everglades, Taunting Republicans On Climate Change",REAL
Donald Trump doesn't challenge anti-Muslim questioner,REAL
Lawyer Who Kept Hillary Campaign Chief Out of Jail in DOJ Hillary Probe,FAKE
"Trump claims GOP nomination, tells struggling Americans 'I am your voice'",REAL
Quit Smoking! Smoking Cigarettes Causes 150 Genetic Mutations and Cancer,FAKE
Claire McCaskill Accuses Marco Rubio Of Shirking Principles On Immigration,REAL
"Obamacare Is Back At The Supreme Court, And These 6 Lives Hang In The Balance",REAL
4 Things The New Hampshire Primary Will Tell Us,REAL
The Latest ABC/WaPo Poll Has the Hillary Campaign Sounding the Alarms,FAKE
"32,000 emails recovered in IRS targeting probe amid allegations agency chief may have lied",REAL
Banana Republic Election in the United States?,FAKE
TIME MAGAZINE Reaches NEW LOW: It’s “Sexist” To Investigate Hillary Clinton!”,FAKE
"If Donald Trump Wins The Election, It Will Be The Biggest Miracle In US Political History",FAKE
"Comment on Creating a National Security State ‘Democracy,’ Or How the American Political System Changed and No One Noticed by James Miller",FAKE
Superbug cases spur FDA warning on dirty medical scopes,REAL
PATRIOT Act At 15: Do You Feel Safer?,FAKE
The 8th Democratic Debate In 100 Words (And 4 Videos),REAL
"Rebels Escalate Attacks on Western Aleppo, Killing 12 Civilians",FAKE
Militias prepare for election unrest while Christians fast,FAKE
Saudi Arabia to behead disabled man for taking part in protests,FAKE
Donald Trump threatens to jail Hillary Clinton in second presidential debate,REAL
Cars That Broke Bad,FAKE
“Has science gone too far?”,FAKE
Tics and tricks: Here's what Trump and Clinton's body language reveals,REAL
Green Party’s Margaret Flowers Challenges US Senate Debate in Maryland as Undemocratic,FAKE
Obama ISIS war authorization: Request sent to Congress,REAL
Donald Trump's Problems Are Much Deeper Than A Campaign Manager,REAL
Marcus Mumford after Bundy verdict.,FAKE
#2816: Clinton Pride’s 8(a) Pig Farm Bridge – Serco Zulu Server Snuff –Soros's Patented Voter Key,FAKE
"Obama's Presidential Library Will Be In Chicago, Foundation Announces",REAL
Republicans are crossing a dangerous new line: sabotaging US foreign policy,REAL
Bully Backs Blowhard for President: Now Christie Likes Trump,REAL
Adelson's Review-Journal Gives Trump First Major Endorsement,REAL
"Jeb’s Sad, Quixotic South Carolina Slog",REAL
"U.S. strike believed to have killed ‘Jihadi John,’ Islamic State executioner",REAL
Dems File Complaint w/DOJ Against FBI for Investigating Hillary,FAKE
Tradesman keeps promise,FAKE
"Clinton, Trump and Obama aren't telling American workers the truth. Here it is",REAL
"BREAKING : LGBT Group Endorses Trump, Says, “Hillary is Detrimental for Gays” – TruthFeed",FAKE
The Political Songs Of Leonard Cohen,FAKE
Alabama Sen. Sessions Backs Trump’s Immigration Platform,REAL
Gary Johnson’s Post-Debate Reactions,REAL
How the Oligarchy Has Prepared the Groundwork for Stealing the Election,FAKE
Reince Priebus is in over his head,REAL
New Leak Exposes Hillary’s Real Plan For Clinton Foundation Foreign Donors,FAKE
Excruciating choice for GOP leaders: Take a risk on Trump?,REAL
WIKILEAKS : Hillary Receiving Donations from Radical Muslims in Turkey – TruthFeed,FAKE
Identity of ISIS terrorist known as 'Jihadi John' reportedly revealed,REAL
Jeremy Vine already tripping his tits off,FAKE
“Homicides Up 55 Percent”–Chicago Stays Vibrant,FAKE
Jake Tapper to moderate 's first GOP debate,REAL
"After tragic shooting, Charleston church reopens with prayer, songs and tears",REAL
